0	1
0.01	1
0.02	0.9999
0.029999	0.9997
0.039996	0.9994
0.04999	0.999
0.05998	0.9985
0.069965	0.9979
0.079944	0.997201
0.089916	0.996401
0.09988	0.995502
0.109835	0.994503
0.11978	0.993405
0.129714	0.992207
0.139636	0.99091
0.149545	0.989514
0.15944	0.988018
0.169321	0.986424
0.179185	0.984731
0.189032	0.982939
0.198862	0.981048
0.208672	0.97906
0.218463	0.976973
0.228232	0.974788
0.23798	0.972506
0.247705	0.970126
0.257407	0.967649
0.267083	0.965075
0.276734	0.962404
0.286358	0.959637
0.295954	0.956773
0.305522	0.953814
0.31506	0.950759
0.324568	0.947608
0.334044	0.944362
0.343487	0.941022
0.352898	0.937587
0.362273	0.934058
0.371614	0.930435
0.380918	0.926719
0.390186	0.92291
0.399415	0.919008
0.408605	0.915014
0.417755	0.910928
0.426864	0.90675
0.435932	0.902482
0.444957	0.898123
0.453938	0.893673
0.462874	0.889134
0.471766	0.884505
0.480611	0.879787
0.489409	0.874981
0.498159	0.870087
0.506859	0.865105
0.51551	0.860037
0.524111	0.854882
0.53266	0.849641
0.541156	0.844314
0.549599	0.838902
0.557988	0.833406
0.566322	0.827827
0.574601	0.822163
0.582822	0.816417
0.590986	0.810589
0.599092	0.804679
0.607139	0.798688
0.615126	0.792617
0.623052	0.786466
0.630917	0.780235
0.638719	0.773926
0.646458	0.767539
0.654134	0.761074
0.661745	0.754533
0.66929	0.747915
0.676769	0.741223
0.684181	0.734455
0.691526	0.727613
0.698802	0.720698
0.706009	0.71371
0.713146	0.70665
0.720212	0.699518
0.727208	0.692316
0.734131	0.685044
0.740981	0.677703
0.747758	0.670293
0.754461	0.662815
0.761089	0.655271
0.767642	0.64766
0.774119	0.639983
0.780518	0.632242
0.786841	0.624437
0.793085	0.616569
0.799251	0.608638
0.805337	0.600645
0.811344	0.592592
0.81727	0.584478
0.823115	0.576306
0.828878	0.568075
0.834558	0.559786
0.840156	0.55144
0.845671	0.543039
0.851101	0.534582
0.856447	0.526071
0.861707	0.517506
0.866883	0.508889
0.871971	0.500221
0.876974	0.491501
0.881889	0.482731
0.886716	0.473912
0.891455	0.465045
0.896106	0.456131
0.900667	0.447169
0.905139	0.438163
0.90952	0.429111
0.913811	0.420016
0.918011	0.410878
0.92212	0.401698
0.926137	0.392477
0.930062	0.383215
0.933894	0.373915
0.937633	0.364576
0.941279	0.355199
0.944831	0.345787
0.948289	0.336338
0.951652	0.326856
0.954921	0.317339
0.958094	0.30779
0.961172	0.298209
0.964154	0.288597
0.96704	0.278956
0.96983	0.269285
0.972523	0.259587
0.975118	0.249862
0.977617	0.24011
0.980018	0.230334
0.982322	0.220534
0.984527	0.210711
0.986634	0.200866
0.988643	0.190999
0.990553	0.181113
0.992364	0.171207
0.994076	0.161284
0.995689	0.151343
0.997202	0.141386
0.998616	0.131414
0.99993	0.121428
1.00114	0.111429
1.00226	0.101417
1.00327	0.0913945
1.00419	0.0813618
1.005	0.0713199
1.00571	0.0612699
1.00633	0.0512128
1.00684	0.0411495
1.00725	0.0310812
1.00756	0.0210087
1.00777	0.0109331
1.00788	0.000855345
1.00789	-0.00922346
1.0078	-0.0193023
1.0076	-0.0293803
1.00731	-0.0394563
1.00692	-0.0495294
1.00642	-0.0595986
1.00582	-0.0696628
1.00513	-0.079721
1.00433	-0.0897723
1.00343	-0.0998156
1.00243	-0.10985
1.00134	-0.119874
1.00014	-0.129888
0.998838	-0.139889
0.997439	-0.149877
0.99594	-0.159852
0.994342	-0.169811
0.992644	-0.179755
0.990846	-0.189681
0.988949	-0.199589
0.986953	-0.209479
0.984859	-0.219348
0.982665	-0.229197
0.980373	-0.239024
0.977983	-0.248827
0.975495	-0.258607
0.972909	-0.268362
0.970225	-0.278091
0.967444	-0.287794
0.964566	-0.297468
0.961591	-0.307114
0.95852	-0.31673
0.955353	-0.326315
0.95209	-0.335868
0.948731	-0.345389
0.945277	-0.354877
0.941729	-0.364329
0.938085	-0.373747
0.934348	-0.383127
0.930516	-0.392471
0.926592	-0.401776
0.922574	-0.411042
0.918464	-0.420268
0.914261	-0.429452
0.909966	-0.438595
0.90558	-0.447695
0.901103	-0.45675
0.896536	-0.465761
0.891878	-0.474727
0.887131	-0.483646
0.882295	-0.492517
0.877369	-0.50134
0.872356	-0.510114
0.867255	-0.518837
0.862067	-0.52751
0.856791	-0.53613
0.85143	-0.544698
0.845983	-0.553213
0.840451	-0.561672
0.834834	-0.570077
0.829134	-0.578425
0.823349	-0.586717
0.817482	-0.59495
0.811533	-0.603125
0.805501	-0.61124
0.799389	-0.619295
0.793196	-0.627289
0.786923	-0.635221
0.780571	-0.64309
0.77414	-0.650896
0.767631	-0.658637
0.761045	-0.666314
0.754382	-0.673924
0.747642	-0.681468
0.740828	-0.688944
0.733938	-0.696353
0.726975	-0.703692
0.719938	-0.710962
0.712828	-0.718161
0.705647	-0.72529
0.698394	-0.732346
0.69107	-0.73933
0.683677	-0.746241
0.676214	-0.753077
0.668684	-0.75984
0.661085	-0.766526
0.65342	-0.773137
0.645689	-0.779671
